56,59,59,59,59,59,59,59,59,59,59,59,59,59,56,56,
56,59,59,59,59,59,59,59,59,59,59,59,59,59,56,56,
59,59,59,59,59,59,59,59,59,59,59,59,59,59,56,56,
59,59,59,59,59,59,59,59,59,59,59,59,59,59,56,56,
59,59,59,59,59,59,59,59,59,59,59,59,59,59,56,56,
59,59,59,59,59,59,59,59,59,59,59,59,59,59,56,56,
59,59,59,59,59,59,59,59,59,59,59,59,59,59,56,56,
59,59,59,59,59,59,59,59,59,59,59,59,59,59,56,56,
59,59,59,59,59,59,59,59,59,59,59,59,59,59,56,56,
38,38,38,38,38,38,38,38,38,38,38,38,59,59,56,56,
56,56,56,56,56,56,56,56,56,56,56,56,59,59,56,56

