56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,
56,56,15,15,15,15,15,15,15,15,15,15,15,15,56,56,
56,56,15,15,15,15,52,53,53,54,15,15,15,15,56,56,
56,56,15,33,33,33,70,23,23,72,33,33,33,15,56,56,
56,56,15,15,15,15,15,15,15,15,15,15,15,15,56,56,
56,56,15,33,33,33,15,15,15,15,33,33,33,15,56,56,
56,56,15,15,15,15,15,15,15,15,15,15,15,15,56,56,
56,56,15,15,15,15,15,15,15,15,15,15,15,15,56,56,
56,56,38,38,38,38,38,19,38,38,38,38,38,38,56,56,
56,56,56,56,56,56,56,19,56,56,56,56,56,56,56,56
