[header]
width=16
height=11
tilewidth=16
tileheight=16

[tilesets]
tileset=../OpenGL2DGame/p02 (Tile Based Engine)/blocks.png,16,16,0,0

[layer]
type=Capa de Patrones 1
data=
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,
62,62,62,62,62,62,62,23,62,62,62,62,62,62,62,62,
62,63,3,3,3,3,3,3,3,61,63,3,9,9,61,62,
63,3,3,8,3,8,3,3,3,9,9,9,8,9,3,61,
3,3,3,3,3,3,3,3,3,9,3,9,9,9,9,3,
3,3,3,8,3,8,3,3,3,3,9,3,8,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
45,3,3,8,3,8,3,3,3,3,3,3,8,3,3,43,
62,45,3,3,3,3,3,3,3,43,45,3,3,3,43,62,
62,62,44,44,44,44,44,3,3,62,62,44,44,44,62,62,
62,62,62,62,62,62,62,3,3,62,62,62,62,62,62,62

