56,56,56,56,19,56,56,56,56,56,56,56,56,56,56,56,
56,56,56,56,19,56,56,56,56,56,56,56,56,56,56,56,
56,56,56,56,19,56,56,56,56,56,56,56,56,56,56,56,
56,56,56,56,19,56,57,55,56,56,56,57,55,56,56,57,
56,56,56,56,3,3,3,3,3,3,3,3,3,3,3,3,
56,56,56,56,3,3,3,3,3,3,3,3,3,3,3,3,
92,92,92,92,74,74,74,74,74,74,74,74,74,74,74,74,
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92

