68,68,68,68,68,68,68,68,68,68,68,68,68,68,31,68,
68,68,68,68,68,68,68,68,68,68,68,68,68,68,31,68,
68,68,68,68,68,68,68,68,68,68,68,68,68,68,31,68,
68,68,68,68,68,68,68,68,68,68,68,68,68,68,31,68,
68,68,68,68,68,68,68,68,68,68,68,68,68,68,31,68,
68,68,15,15,15,15,15,15,15,15,15,15,15,15,15,68,
68,68,15,15,15,15,15,15,15,15,15,15,15,15,15,68,
68,68,15,15,15,15,15,15,15,15,15,15,15,15,15,68,
68,68,15,15,15,15,15,15,15,15,15,15,15,15,15,68,
68,68,15,15,15,15,15,15,15,15,15,15,15,15,68,68,
68,68,15,15,15,15,15,15,15,15,15,15,15,15,68,68

