92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,
110,110,110,110,110,110,132,110,92,92,92,92,92,92,92,92,
3,3,3,3,3,3,3,3,128,92,92,92,92,92,92,92,
3,3,3,3,3,3,3,3,3,91,92,92,92,92,92,92,
3,3,3,3,3,3,3,3,3,91,92,92,92,92,92,92,
3,3,3,3,3,3,3,3,3,91,92,92,92,92,92,92,
38,38,38,38,38,3,3,3,3,91,92,92,92,92,92,92,
56,56,56,56,56,3,3,3,3,91,92,92,92,92,92,92

