68,68,15,15,15,15,15,15,15,15,15,15,15,15,14,14,
68,69,15,15,15,15,15,15,15,15,15,15,15,15,14,14,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,
15,15,15,32,15,15,32,15,15,32,15,15,32,15,14,14,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
15,15,15,32,15,15,32,15,15,32,15,15,32,15,15,15,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
15,15,15,32,15,15,32,15,15,32,15,15,32,15,14,14,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,
50,51,15,15,15,15,15,15,15,15,15,15,15,15,14,14,
68,68,15,15,15,15,15,15,15,15,15,15,15,15,14,14

