[header]
width=16
height=11
tilewidth=16
tileheight=16

[tilesets]
tileset=../OpenGL2DGame/p02 (Tile Based Engine)/blocks.png,16,16,0,0

[layer]
type=Capa de Patrones 1
data=
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,
62,62,62,62,62,62,23,62,62,62,62,63,9,61,62,62,
9,9,3,3,3,3,3,3,3,9,9,9,9,9,62,62,
9,3,3,3,3,3,20,20,20,9,20,9,9,9,61,62,
9,3,3,3,3,3,3,3,20,9,20,9,9,9,9,61,
9,3,9,9,9,9,20,20,20,20,20,3,3,3,3,3,
9,3,3,3,3,3,20,3,20,3,9,3,3,3,3,43,
9,3,3,3,3,3,20,3,20,20,20,3,3,3,43,62,
9,9,3,3,3,3,3,3,3,3,3,3,3,3,62,62,
44,44,44,44,44,44,44,44,44,44,44,44,44,44,62,62,
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62

