68,68,15,15,15,15,15,15,15,15,15,15,15,15,68,68,
68,68,15,15,15,15,15,15,15,15,15,15,15,15,68,68,
68,68,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
68,68,15,32,15,15,32,15,15,32,15,15,32,15,15,15,
68,68,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
68,68,15,32,15,15,32,15,15,32,15,15,32,15,15,15,
68,68,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
68,68,15,32,15,15,32,15,15,32,15,15,32,15,15,15,
68,68,51,15,15,15,15,15,15,15,15,15,15,15,15,15,
68,68,68,50,50,50,50,50,50,50,50,50,50,50,31,50,
68,68,68,68,68,68,68,68,68,68,68,68,68,68,31,68

